employee_program_id,employee_id,program_id,enrollment_date,completion_date,participation_status,completion_score
EP000448,E00514,P020,2026-01-05,2026-01-07,Completed,74.85
EP000449,E04810,P020,2025-10-30,,Enrolled,
EP000450,E03859,P007,2024-10-20,2024-10-20,Completed,88.89
EP000451,E02736,P024,2025-01-23,2025-04-04,Completed,88.27
EP000452,E02079,P009,2024-12-02,2024-12-10,Completed,77.9
EP000453,E01989,P025,2024-08-24,2024-11-27,Completed,77.16
EP000454,E04195,P013,2025-06-16,2025-06-27,Completed,83.7
EP000455,E02677,P005,2025-06-11,,Enrolled,
EP000456,E03449,P027,2025-01-10,2025-01-31,Completed,90.29
EP000457,E01072,P016,2024-11-16,2024-11-26,Completed,71.5
EP000458,E04905,P031,2026-08-24,,In Progress,
EP000459,E03220,P033,2025-02-21,,Enrolled,
EP000460,E00190,P035,2024-07-13,,Enrolled,
EP000461,E02189,P022,2024-12-22,2025-01-03,Completed,85.13
EP000462,E04599,P032,2024-12-28,2025-01-17,Completed,85.9
EP000463,E03899,P026,2026-10-25,,In Progress,
EP000464,E03710,P003,2025-10-24,2025-10-26,Completed,84.31
EP000465,E04607,P011,2024-11-25,,Enrolled,
EP000466,E03961,P012,2025-06-16,2025-07-03,Completed,100.0
EP000467,E03969,P019,2026-02-13,,Enrolled,
EP000468,E03677,P014,2026-08-15,,In Progress,
EP000469,E02509,P022,2025-01-08,,Enrolled,
EP000470,E01515,P023,2025-08-23,2025-08-24,Completed,66.61
EP000471,E01237,P004,2025-11-10,,Enrolled,
EP000472,E04670,P030,2026-07-25,,In Progress,
EP000473,E04321,P028,2024-06-15,2024-09-14,Completed,91.82
EP000474,E04086,P030,2026-05-29,2026-07-08,Completed,77.73
EP000475,E01125,P018,2026-05-14,,Enrolled,
EP000476,E01978,P035,2024-09-16,,Enrolled,
EP000477,E01336,P002,2024-11-05,,Enrolled,
EP000478,E00382,P023,2025-06-11,,Enrolled,
EP000479,E03645,P008,2024-10-11,,Enrolled,
EP000480,E00005,P022,2024-11-21,,Enrolled,
EP000481,E03071,P039,2026-05-23,,Enrolled,
EP000482,E02258,P020,2025-12-25,,Enrolled,
EP000483,E03500,P020,2025-12-20,2026-01-10,Completed,77.68
EP000484,E04505,P001,2026-01-20,2026-01-20,Completed,94.06
EP000485,E00770,P007,2024-08-29,2024-09-24,Completed,74.71
EP000486,E00692,P023,2025-09-08,,Enrolled,
EP000487,E01645,P018,2026-05-15,2026-05-26,Completed,81.5
EP000488,E01393,P002,2024-08-02,2024-11-17,Completed,92.23
EP000489,E01218,P011,2025-03-08,,Enrolled,
EP000490,E01656,P035,2024-07-21,,Enrolled,
EP000491,E02179,P021,2024-12-28,2025-01-29,Completed,86.42
EP000492,E03514,P008,2024-09-25,2024-10-27,Completed,82.49
EP000493,E02707,P025,2024-11-25,2024-12-01,Completed,69.14
EP000494,E04917,P006,2025-05-31,2025-06-26,Completed,87.86
EP000495,E00385,P019,2026-01-28,,Enrolled,
EP000496,E01061,P023,2025-06-16,,Withdrawn,
EP000497,E01985,P010,2024-08-10,,Enrolled,
EP000498,E04494,P024,2025-02-08,2025-02-10,Completed,79.25
EP000499,E04479,P028,2024-08-27,2024-09-05,Completed,86.15
EP000500,E03605,P029,2026-04-26,,Enrolled,
EP000501,E00991,P006,2025-06-19,,Enrolled,
EP000502,E02653,P030,2026-06-15,,In Progress,
EP000503,E01242,P031,2026-07-09,2026-07-23,Completed,92.22
EP000504,E00586,P020,2025-09-29,2026-01-14,Completed,81.09
EP000505,E01461,P009,2024-10-03,,Enrolled,
EP000506,E03404,P030,2026-08-11,2026-08-12,Completed,76.68
EP000507,E00092,P029,2026-02-09,2026-05-11,Completed,91.94
EP000508,E02348,P018,2026-06-10,2026-06-25,Completed,73.32
EP000509,E00740,P034,2025-08-22,,Enrolled,
EP000510,E00344,P027,2025-02-11,2025-02-16,Completed,98.34
EP000511,E03290,P033,2025-02-22,2025-03-02,Completed,79.28
EP000512,E03469,P011,2025-01-23,2025-02-06,Completed,81.53
EP000513,E00271,P039,2026-04-09,2026-04-09,Completed,61.95
EP000514,E00400,P033,2025-03-14,2025-03-14,Completed,77.62
EP000515,E04363,P024,2025-05-05,,Withdrawn,
EP000516,E03516,P038,2025-03-29,,Enrolled,
EP000517,E01099,P032,2025-02-18,2025-03-11,Completed,96.63
EP000518,E03277,P018,2026-04-04,2026-05-24,Completed,74.65
EP000519,E04652,P040,2025-01-28,2025-01-31,Completed,78.02
EP000520,E02355,P013,2025-06-22,2025-06-28,Completed,79.61
EP000521,E00867,P014,2026-12-01,2026-12-02,Completed,84.99
EP000522,E04827,P020,2026-01-03,,Enrolled,
EP000523,E01314,P029,2026-01-08,,Enrolled,
EP000524,E02311,P010,2024-06-30,,Enrolled,
EP000525,E02670,P003,2025-10-24,2025-12-06,Completed,94.01
EP000526,E01122,P013,2025-06-25,,Enrolled,
EP000527,E01293,P026,2026-08-04,,In Progress,
EP000528,E03617,P005,2025-07-09,,Enrolled,
EP000529,E00739,P040,2024-12-07,,Enrolled,
EP000530,E04929,P038,2025-06-02,2025-06-26,Completed,85.15
EP000531,E02490,P006,2025-04-23,2025-05-23,Completed,78.21
EP000532,E02906,P036,2024-12-21,,Enrolled,
EP000533,E03437,P018,2026-07-11,2026-07-13,Completed,93.48
EP000534,E00981,P014,2026-09-05,,In Progress,
EP000535,E04309,P003,2025-09-28,,Enrolled,
EP000536,E00143,P009,2024-08-08,2024-10-29,Completed,80.57
EP000537,E03958,P036,2024-12-29,2025-01-23,Completed,95.14
EP000538,E00299,P026,2026-10-09,2026-10-16,Completed,95.71
EP000539,E00716,P020,2025-11-15,2025-12-26,Completed,90.81
EP000540,E03979,P022,2024-12-06,,Enrolled,
EP000541,E03955,P009,2024-10-23,2024-11-27,Completed,79.25
EP000542,E01393,P032,2025-04-27,2025-05-09,Completed,96.44
EP000543,E01996,P021,2025-03-08,2025-03-15,Completed,87.34
EP000544,E03738,P038,2025-06-05,2025-06-22,Completed,77.26
EP000545,E00058,P040,2025-01-14,2025-02-15,Completed,62.43
EP000546,E00253,P023,2025-06-16,2025-06-29,Completed,86.82
EP000547,E02595,P035,2024-08-05,2024-08-28,Completed,75.74
EP000548,E01478,P020,2025-10-06,2025-12-09,Completed,99.49
EP000549,E02535,P023,2025-06-29,,Withdrawn,
EP000550,E03139,P038,2025-06-29,2025-06-29,Completed,77.59
EP000551,E01758,P034,2025-05-26,2025-07-07,Completed,75.76
EP000552,E02696,P007,2024-09-26,,Withdrawn,
EP000553,E02060,P019,2026-04-21,2026-05-16,Completed,75.93
EP000554,E00789,P005,2025-08-05,2025-08-09,Completed,77.12
EP000555,E04175,P027,2024-12-07,2025-01-23,Completed,84.71
EP000556,E04633,P018,2026-04-30,2026-05-23,Completed,69.97
EP000557,E00405,P018,2026-05-21,,Enrolled,
EP000558,E01840,P016,2024-10-27,,Enrolled,
EP000559,E01978,P017,2024-04-24,,Enrolled,
EP000560,E02300,P022,2025-01-17,,Enrolled,
EP000561,E04118,P036,2024-12-17,2025-01-11,Completed,78.47
EP000562,E01310,P003,2025-10-10,,Enrolled,
EP000563,E04235,P037,2026-07-14,2026-07-26,Completed,81.72
EP000564,E00125,P033,2025-02-01,,Enrolled,
EP000565,E04921,P018,2026-06-18,2026-07-11,Completed,80.26
EP000566,E01136,P038,2025-05-18,2025-05-22,Completed,74.48
EP000567,E04173,P038,2025-04-14,,Enrolled,
EP000568,E01540,P012,2025-04-23,2025-05-29,Completed,76.04
EP000569,E04268,P009,2024-11-13,,Enrolled,
EP000570,E00223,P006,2025-06-20,2025-08-08,Completed,73.38
EP000571,E02853,P037,2026-05-10,2026-06-22,Completed,86.42
EP000572,E02436,P012,2025-05-28,,Enrolled,
EP000573,E01465,P002,2024-12-24,,Enrolled,
EP000574,E02087,P015,2025-05-15,2025-05-23,Completed,87.76
EP000575,E03930,P006,2025-07-21,2025-08-08,Completed,84.36
EP000576,E01696,P009,2024-06-30,2024-10-01,Completed,80.57
EP000577,E01412,P012,2025-04-26,2025-05-23,Completed,67.76
EP000578,E03203,P001,2025-12-15,2025-12-21,Completed,83.52
EP000579,E02036,P009,2024-08-01,2024-11-23,Completed,69.84
EP000580,E01632,P007,2024-10-20,2024-10-20,Completed,75.99
EP000581,E04321,P017,2024-04-04,,Enrolled,
EP000582,E04983,P029,2026-04-28,2026-05-05,Completed,74.7
EP000583,E04098,P007,2024-10-04,2024-10-12,Completed,68.36
EP000584,E01580,P017,2024-05-22,,Withdrawn,
EP000585,E01387,P033,2025-01-08,,Enrolled,
EP000586,E03570,P011,2024-09-23,,Enrolled,
EP000587,E02101,P002,2024-10-15,2024-12-14,Completed,100.0
EP000588,E00387,P016,2024-11-18,2024-12-04,Completed,90.2
EP000589,E02464,P036,2025-01-12,,Withdrawn,
EP000590,E00018,P031,2026-07-18,2026-07-26,Completed,85.88
EP000591,E02339,P019,2026-03-01,2026-05-21,Completed,79.71
EP000592,E02725,P018,2026-06-28,2026-07-21,Completed,70.55
EP000593,E02716,P032,2025-01-29,2025-04-24,Completed,69.32
EP000594,E03496,P013,2025-06-23,2025-07-27,Completed,79.12
EP000595,E04503,P003,2025-11-29,2025-11-30,Completed,76.37
EP000596,E04485,P028,2024-06-03,2024-09-08,Completed,84.79
EP000597,E00340,P001,2026-02-21,,Withdrawn,
EP000598,E03186,P012,2025-06-24,,Withdrawn,
EP000599,E00104,P039,2026-03-22,,Enrolled,
EP000600,E01762,P028,2024-07-06,2024-09-09,Completed,84.11
EP000601,E01205,P010,2024-07-16,2024-07-31,Completed,96.02
EP000602,E00166,P007,2024-08-03,,Enrolled,
EP000603,E01011,P003,2025-11-02,,Enrolled,
EP000604,E04035,P016,2024-10-26,,Enrolled,
EP000605,E00100,P016,2024-11-17,2024-12-10,Completed,86.97
EP000606,E03344,P037,2026-06-01,,Enrolled,
EP000607,E04985,P030,2026-06-08,2026-08-06,Completed,90.45
EP000608,E04518,P038,2025-04-01,2025-05-24,Completed,74.25
EP000609,E02209,P004,2025-10-25,2025-11-08,Completed,95.37
EP000610,E00628,P027,2024-12-25,2025-01-08,Completed,83.43
EP000611,E03597,P028,2024-07-24,2024-07-24,Completed,100.0
EP000612,E03959,P013,2025-06-24,2025-07-30,Completed,94.08
EP000613,E00488,P010,2024-08-15,2024-08-16,Completed,83.87
EP000614,E04851,P038,2025-04-21,,Withdrawn,
EP000615,E02013,P022,2024-11-19,2024-12-15,Completed,71.94
EP000616,E02051,P027,2025-01-28,2025-02-04,Completed,73.97
EP000617,E04578,P036,2024-12-30,,Enrolled,
EP000618,E04822,P035,2024-08-03,2024-08-31,Completed,86.17
EP000619,E01211,P023,2025-06-30,2025-07-17,Completed,70.64
EP000620,E04973,P009,2024-07-08,2024-07-12,Completed,71.64
EP000621,E02174,P040,2024-09-26,2025-01-18,Completed,82.42
EP000622,E00506,P027,2025-02-06,2025-02-12,Completed,86.4
EP000623,E04324,P020,2025-12-18,2026-01-14,Completed,84.38
EP000624,E03916,P009,2024-10-13,,Enrolled,
EP000625,E02756,P036,2025-01-27,,Enrolled,
EP000626,E04461,P025,2024-08-16,2024-08-29,Completed,84.7
EP000627,E00737,P026,2026-08-30,2026-08-30,Completed,76.29
EP000628,E02250,P034,2025-07-10,2025-08-24,Completed,69.88
EP000629,E01867,P020,2026-01-07,2026-01-16,Completed,90.46
EP000630,E03869,P017,2024-05-06,2024-05-09,Completed,84.7
EP000631,E03218,P035,2024-08-16,2024-09-20,Completed,81.91
EP000632,E01825,P013,2025-06-16,2025-06-19,Completed,74.4
EP000633,E00508,P015,2025-06-03,,Enrolled,
EP000634,E04326,P004,2025-12-08,2026-01-07,Completed,79.19
EP000635,E03829,P035,2024-09-19,,Enrolled,
EP000636,E01982,P028,2024-05-18,2024-07-21,Completed,81.17
EP000637,E03460,P024,2025-01-18,2025-04-27,Completed,84.09
EP000638,E00257,P001,2025-11-25,2025-12-29,Completed,89.84
EP000639,E00441,P016,2024-11-17,2024-11-21,Completed,74.61
EP000640,E00042,P013,2025-05-29,2025-06-07,Completed,82.04
EP000641,E04340,P010,2024-08-01,2024-08-23,Completed,81.93
EP000642,E00858,P039,2026-03-20,2026-03-22,Completed,80.12
EP000643,E01368,P010,2024-06-25,2024-07-13,Completed,81.52
EP000644,E04381,P018,2026-05-08,2026-06-23,Completed,77.05
EP000645,E02029,P022,2025-01-19,2025-01-19,Completed,83.54
EP000646,E00783,P023,2025-08-27,2025-09-01,Completed,72.24
EP000647,E02633,P039,2026-02-28,2026-04-22,Completed,72.48
EP000648,E02487,P034,2025-05-19,,Withdrawn,
EP000649,E04501,P037,2026-07-08,2026-07-10,Completed,90.22
EP000650,E04818,P020,2025-11-05,,Enrolled,
EP000651,E02610,P035,2024-08-10,,Enrolled,
EP000652,E00508,P034,2025-04-23,,Enrolled,
EP000653,E01751,P012,2025-06-22,2025-06-25,Completed,82.4
EP000654,E02228,P009,2024-09-07,2024-10-03,Completed,79.8
EP000655,E00620,P013,2025-06-11,,Enrolled,
EP000656,E00072,P014,2026-12-22,,In Progress,
EP000657,E02101,P002,2024-11-08,,Withdrawn,
EP000658,E00013,P025,2024-09-25,2024-10-19,Completed,86.45
EP000659,E04296,P039,2026-05-19,,Enrolled,
EP000660,E02435,P006,2025-04-22,,Enrolled,
EP000661,E00788,P003,2025-09-29,2025-11-02,Completed,91.8
EP000662,E00712,P005,2025-05-21,,Enrolled,
EP000663,E02637,P026,2026-07-28,2026-09-26,Completed,78.77
EP000664,E02124,P025,2024-10-31,,Enrolled,
EP000665,E02398,P007,2024-10-01,2024-10-18,Completed,94.35
EP000666,E03036,P004,2026-02-10,,Enrolled,
EP000667,E03785,P025,2024-12-05,2024-12-08,Completed,73.74
EP000668,E01880,P001,2025-12-05,,Withdrawn,
EP000669,E03652,P037,2026-07-29,2026-07-29,Completed,80.84
EP000670,E01281,P012,2025-04-21,2025-05-15,Completed,84.19
EP000671,E04609,P039,2026-04-19,2026-05-09,Completed,85.26
EP000672,E03419,P022,2024-11-16,2024-11-16,Completed,63.79
EP000673,E00504,P005,2025-05-20,,Enrolled,
EP000674,E01663,P029,2026-02-02,2026-06-05,Completed,72.09
EP000675,E00581,P011,2024-11-30,,Enrolled,
EP000676,E01692,P018,2026-07-08,,Enrolled,
EP000677,E04238,P025,2024-08-22,2024-11-03,Completed,97.79
EP000678,E02630,P032,2025-01-04,2025-04-21,Completed,80.65
EP000679,E02459,P037,2026-06-17,,Enrolled,
EP000680,E03639,P003,2025-11-03,,Enrolled,
EP000681,E00018,P026,2026-07-16,,Withdrawn,
EP000682,E01645,P028,2024-08-01,,Withdrawn,
EP000683,E03145,P030,2026-08-02,,In Progress,
EP000684,E02586,P031,2026-07-11,2026-07-20,Completed,84.3
EP000685,E03045,P017,2024-04-21,,Enrolled,
EP000686,E01181,P031,2026-07-31,,In Progress,
EP000687,E01581,P026,2026-07-25,2026-10-09,Completed,95.15
EP000688,E04173,P039,2026-05-24,,Enrolled,
EP000689,E03208,P008,2024-09-06,,Enrolled,
EP000690,E04748,P039,2026-05-20,2026-06-02,Completed,91.6
EP000691,E03384,P024,2025-01-11,,Enrolled,
EP000692,E02945,P032,2025-02-06,2025-02-21,Completed,82.59
EP000693,E00782,P019,2026-01-28,2026-04-19,Completed,84.0
EP000694,E01390,P040,2024-09-26,2024-11-30,Completed,84.07
EP000695,E04570,P005,2025-06-28,,Enrolled,
EP000696,E04564,P035,2024-09-12,,Enrolled,
EP000697,E01090,P009,2024-12-13,2024-12-13,Completed,72.46
EP000698,E00727,P013,2025-07-10,,Enrolled,
EP000699,E03589,P002,2024-12-17,,Enrolled,
EP000700,E02936,P038,2025-05-26,,Withdrawn,
EP000701,E03733,P030,2026-07-07,2026-07-08,Completed,69.64
EP000702,E02741,P032,2025-04-29,2025-05-09,Completed,75.56
EP000703,E02145,P004,2025-09-18,,Enrolled,
EP000704,E02193,P010,2024-07-18,,Enrolled,
EP000705,E03897,P025,2024-09-29,2024-09-30,Completed,71.64
EP000706,E02300,P021,2025-03-12,2025-03-18,Completed,75.33
EP000707,E02997,P029,2026-01-24,,Withdrawn,
EP000708,E01980,P019,2026-01-12,2026-02-12,Completed,82.7
EP000709,E03848,P013,2025-05-20,2025-06-06,Completed,97.59
EP000710,E02970,P014,2026-09-26,2026-10-07,Completed,75.3
EP000711,E04040,P032,2025-01-01,2025-02-08,Completed,79.44
EP000712,E01228,P039,2026-05-15,2026-05-25,Completed,86.1
EP000713,E03687,P010,2024-08-24,2024-08-25,Completed,90.26
EP000714,E00543,P001,2025-12-10,,Enrolled,
EP000715,E01961,P001,2025-11-19,2026-02-01,Completed,90.2
EP000716,E00709,P036,2024-12-26,2025-02-02,Completed,73.18
EP000717,E04375,P003,2025-11-08,,Enrolled,
EP000718,E00311,P004,2025-08-31,,Withdrawn,
EP000719,E00055,P011,2024-11-23,,Enrolled,
EP000720,E02848,P014,2026-09-15,2026-10-25,Completed,85.19
EP000721,E01257,P029,2026-05-27,2026-06-01,Completed,78.59
EP000722,E02706,P002,2024-10-08,,Enrolled,
EP000723,E01202,P031,2026-08-16,,In Progress,
EP000724,E02191,P038,2025-05-20,2025-06-07,Completed,87.7
EP000725,E00759,P002,2024-12-01,2024-12-19,Completed,88.66
EP000726,E00039,P026,2026-09-26,2026-10-09,Completed,81.06
EP000727,E01017,P007,2024-09-05,,Enrolled,
EP000728,E01503,P024,2025-01-24,2025-04-18,Completed,81.84
EP000729,E01249,P007,2024-09-29,,Enrolled,
EP000730,E04553,P024,2025-03-31,2025-04-11,Completed,71.14
EP000731,E02279,P001,2025-11-25,2025-12-07,Completed,84.42
EP000732,E03422,P021,2025-01-16,2025-03-10,Completed,91.24
EP000733,E04899,P012,2025-06-27,2025-06-29,Completed,100.0
EP000734,E04903,P039,2026-03-12,,Enrolled,
EP000735,E00455,P003,2025-11-18,,Enrolled,
EP000736,E00168,P001,2026-02-07,2026-02-20,Completed,94.94
EP000737,E04090,P001,2025-12-20,2026-02-02,Completed,82.26
EP000738,E03863,P003,2025-10-29,,Enrolled,
EP000739,E04369,P007,2024-09-05,2024-10-02,Completed,77.39
EP000740,E01487,P036,2024-12-08,2025-01-02,Completed,86.01
EP000741,E01522,P033,2025-04-06,2025-04-06,Completed,91.01
EP000742,E02507,P011,2025-01-08,,Enrolled,
EP000743,E02271,P005,2025-07-21,,Enrolled,
EP000744,E03801,P023,2025-06-25,,Withdrawn,
EP000745,E00152,P010,2024-08-22,2024-08-26,Completed,89.35
EP000746,E01950,P024,2025-02-25,2025-03-14,Completed,83.53
EP000747,E00410,P002,2024-10-03,2024-11-25,Completed,77.31
EP000748,E02661,P011,2025-02-07,,Enrolled,
EP000749,E00180,P035,2024-06-18,2024-08-05,Completed,96.9
EP000750,E02454,P016,2024-11-24,,Enrolled,
EP000751,E02329,P030,2026-07-12,2026-08-17,Completed,86.48
EP000752,E04388,P016,2024-10-08,,Enrolled,
EP000753,E02109,P027,2024-11-30,2024-12-13,Completed,88.27
EP000754,E04212,P028,2024-05-16,,Enrolled,
EP000755,E01692,P026,2026-08-28,2026-09-19,Completed,81.21
EP000756,E02260,P027,2024-12-05,2025-02-10,Completed,82.31
EP000757,E00124,P033,2025-01-20,2025-02-06,Completed,79.75
EP000758,E04726,P040,2024-10-23,,Withdrawn,
EP000759,E03666,P031,2026-06-27,2026-07-28,Completed,90.4
EP000760,E02176,P024,2025-03-10,,Enrolled,
EP000761,E03761,P009,2024-11-05,2024-11-29,Completed,86.6
EP000762,E00286,P010,2024-07-12,2024-07-13,Completed,76.28
EP000763,E02451,P013,2025-07-27,2025-08-04,Completed,80.61
EP000764,E02180,P014,2026-09-01,,Withdrawn,
EP000765,E03087,P002,2024-11-24,2024-11-29,Completed,80.0
EP000766,E03592,P023,2025-06-06,,Enrolled,
EP000767,E02245,P023,2025-09-09,2025-09-10,Completed,72.63
EP000768,E04273,P011,2024-12-10,,Enrolled,
EP000769,E00967,P001,2026-01-25,2026-01-30,Completed,87.83
EP000770,E03758,P027,2025-02-03,,Enrolled,
EP000771,E01262,P036,2025-01-19,2025-01-28,Completed,86.92
EP000772,E02143,P034,2025-03-31,2025-06-16,Completed,70.37
EP000773,E02504,P023,2025-09-03,,Enrolled,
EP000774,E04574,P032,2025-02-17,,Withdrawn,
EP000775,E02315,P028,2024-07-01,2024-07-31,Completed,81.05
EP000776,E02175,P013,2025-07-25,2025-07-30,Completed,83.13
EP000777,E01070,P029,2026-03-10,2026-03-16,Completed,81.6
EP000778,E04423,P024,2025-04-03,2025-04-26,Completed,93.46
EP000779,E03952,P031,2026-08-25,2026-08-25,Completed,79.33
EP000780,E04721,P013,2025-05-23,2025-06-08,Completed,96.92
EP000781,E02701,P026,2026-08-29,,In Progress,
EP000782,E01348,P027,2025-01-10,2025-02-14,Completed,84.93
EP000783,E04914,P004,2026-01-21,2026-02-08,Completed,80.64
EP000784,E02023,P020,2025-12-05,2026-01-13,Completed,96.41
EP000785,E00828,P020,2026-01-06,2026-01-11,Completed,68.92
EP000786,E04429,P025,2024-07-31,2024-10-25,Completed,92.7
EP000787,E01023,P025,2024-10-08,,Enrolled,
EP000788,E03923,P017,2024-05-19,,Withdrawn,
EP000789,E02085,P019,2025-12-28,2026-04-12,Completed,67.65
EP000790,E02257,P004,2026-02-15,,Withdrawn,
EP000791,E02176,P003,2025-11-28,2025-12-02,Completed,67.26
EP000792,E02502,P011,2024-10-11,2024-12-10,Completed,95.47
EP000793,E04773,P008,2024-06-19,2024-08-05,Completed,90.74
EP000794,E00655,P039,2026-03-06,2026-03-07,Completed,80.31
EP000795,E03069,P031,2026-07-06,2026-07-22,Completed,75.03
EP000796,E00796,P019,2026-01-16,2026-05-09,Completed,97.3
EP000797,E03621,P015,2025-05-17,,Enrolled,
EP000798,E00536,P009,2024-11-08,2025-01-01,Completed,90.62
EP000799,E02059,P018,2026-06-19,2026-07-11,Completed,88.81
EP000800,E02280,P023,2025-05-07,2025-06-01,Completed,91.36
EP000801,E01230,P020,2025-10-19,,Enrolled,
EP000802,E03863,P022,2025-01-02,,Enrolled,
EP000803,E04714,P026,2026-10-13,,In Progress,
EP000804,E01992,P001,2025-11-20,2025-12-02,Completed,76.62
EP000805,E03426,P020,2025-09-19,2025-11-07,Completed,73.99
EP000806,E02818,P008,2024-09-26,,Withdrawn,
EP000807,E04491,P025,2024-11-24,2024-12-06,Completed,95.67
EP000808,E04193,P029,2026-03-14,,Enrolled,
EP000809,E03825,P008,2024-09-15,,Enrolled,
EP000810,E03791,P005,2025-06-07,,Enrolled,
EP000811,E03518,P004,2026-02-11,,Enrolled,
EP000812,E02184,P008,2024-06-21,2024-09-20,Completed,88.46
EP000813,E00068,P025,2024-08-05,2024-11-28,Completed,75.33
EP000814,E02614,P025,2024-08-11,2024-09-21,Completed,88.13
EP000815,E02043,P014,2026-10-27,,In Progress,
EP000816,E00113,P021,2025-03-08,,Enrolled,
EP000817,E02320,P023,2025-08-11,,Enrolled,
EP000818,E01729,P024,2025-04-01,2025-04-03,Completed,76.5
EP000819,E04610,P028,2024-09-18,2024-09-20,Completed,88.47
EP000820,E01226,P012,2025-05-20,,Enrolled,
EP000821,E03232,P034,2025-03-10,2025-04-26,Completed,80.99
EP000822,E03669,P006,2025-05-12,2025-07-26,Completed,77.92
EP000823,E04135,P025,2024-08-17,2024-11-20,Completed,78.02
EP000824,E04277,P028,2024-08-10,2024-09-10,Completed,90.5
EP000825,E02126,P040,2024-09-01,2024-11-21,Completed,84.62
EP000826,E03404,P027,2025-01-15,,Enrolled,
EP000827,E00074,P008,2024-06-05,2024-06-13,Completed,94.5
EP000828,E03594,P022,2024-12-19,,Enrolled,
EP000829,E00107,P017,2024-03-24,2024-06-20,Completed,94.74
EP000830,E03211,P038,2025-04-06,2025-06-18,Completed,97.08
EP000831,E03006,P016,2024-10-10,2024-11-06,Completed,72.46
EP000832,E02242,P009,2024-08-24,2024-11-12,Completed,77.43
EP000833,E00890,P016,2024-09-17,2024-09-27,Completed,83.76
EP000834,E04331,P005,2025-06-04,,Withdrawn,
EP000835,E02872,P020,2026-01-10,2026-01-20,Completed,80.74
EP000836,E02752,P001,2025-12-31,2026-01-19,Completed,87.52
EP000837,E03259,P001,2025-12-17,,Enrolled,
EP000838,E04650,P004,2025-10-03,,Enrolled,
EP000839,E01908,P035,2024-09-09,2024-09-23,Completed,90.97
EP000840,E00144,P009,2024-10-04,,Withdrawn,
EP000841,E02778,P002,2024-11-27,,Withdrawn,
EP000842,E02954,P022,2024-12-04,2025-01-18,Completed,67.34
EP000843,E00820,P025,2024-10-29,2024-11-30,Completed,88.37
EP000844,E03521,P010,2024-06-22,,Enrolled,
EP000845,E01399,P027,2024-12-22,,Enrolled,
EP000846,E04197,P018,2026-07-08,2026-07-17,Completed,86.64
EP000847,E01314,P037,2026-06-12,2026-06-29,Completed,78.01
EP000848,E02228,P039,2026-05-13,,Enrolled,
EP000849,E03612,P030,2026-08-07,,In Progress,
EP000850,E02488,P015,2025-03-02,,Enrolled,
EP000851,E04305,P032,2025-04-21,,Enrolled,
EP000852,E00642,P026,2026-10-18,,In Progress,
EP000853,E03693,P033,2024-12-14,2024-12-27,Completed,84.09
EP000854,E01173,P029,2026-05-09,2026-05-20,Completed,92.17
EP000855,E03802,P025,2024-07-18,2024-10-23,Completed,83.79
